"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2023/B/3510094GEM/2023/R/214542",4983908,"GEM/2023/B/3510094","GEM/2023/R/214542","interactive panels and accessories",1,"Department of Military Affairs","2023-07-04","2023-07-05","https://bidplus.gem.gov.in/showbidDocument/4983908","Financial Evaluated"
"GEM/2023/B/3513137GEM/2023/R/216716",5011172,"GEM/2023/B/3513137","GEM/2023/R/216716","Prefabricated Store Shelter of size 19.52 m x 6.10 m and 2.60 m",6,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011172","Financial Evaluated"
"GEM/2023/B/3513369GEM/2023/R/216885",5013157,"GEM/2023/B/3513369","GEM/2023/R/216885","Physical Training Shoes - IAF,Physical Training Shoes - IAF,Physical Training Shoes - IAF,Physical ",185,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5013157","Financial Evaluated"
"GEM/2023/B/3513541GEM/2023/R/216809",5012151,"GEM/2023/B/3513541","GEM/2023/R/216809","Muffle Furnace",1,"Department of Defence Research & Development","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012151","Financial Evaluated"
"GEM/2023/B/3513576GEM/2023/R/216706",5011108,"GEM/2023/B/3513576","GEM/2023/R/216706","Construction materials of 06 x Store Shelters and hard standing of 795 Sqm around six store shelter",1,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011108","Financial Evaluated"
"GEM/2023/B/3513710GEM/2023/R/209471",4920913,"GEM/2023/B/3513710","GEM/2023/R/209471","TITLE DETAILS",510,"Panchayats and Rural Housing Department Gujarat","2023-06-19","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4920913","Financial Evaluated"
"GEM/2023/B/3513752GEM/2023/R/209478",4920942,"GEM/2023/B/3513752","GEM/2023/R/209478","TITLE DETAILS",340,"Panchayats and Rural Housing Department Gujarat","2023-06-19","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4920942","Financial Evaluated"
"GEM/2023/B/3514526GEM/2023/R/216889",5013221,"GEM/2023/B/3514526","GEM/2023/R/216889","SS tubes",3700,"Department of Heavy Industry","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5013221","Financial Evaluated"
"GEM/2023/B/3514873",4840186,"","GEM/2023/B/3514873","KGBV FOOD and STATIONERY ITEM",1,"Basic Education Department Uttar Pradesh","2023-06-04","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4840186","Financial Evaluated"
"GEM/2023/B/3515693GEM/2023/R/209492",4921016,"GEM/2023/B/3515693","GEM/2023/R/209492","TITLE DETAILS",850,"Panchayats and Rural Housing Department Gujarat","2023-06-19","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4921016","Financial Evaluated"
"GEM/2023/B/3516136",4841537,"","GEM/2023/B/3516136","Tape Library",1,"Department of Financial Services","2023-06-01","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4841537","Financial Evaluated"
"GEM/2023/B/3516714",4842152,"","GEM/2023/B/3516714","Desktop Computers",4,"Citizen Resources Information Department","2023-06-02","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4842152","Financial Evaluated"
"GEM/2023/B/3517137GEM/2023/R/216237",5006617,"GEM/2023/B/3517137","GEM/2023/R/216237","Ball, needle roller, cylindrical roller and axial radial Bearings for CNC machine",1,"Department of Defence Production","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5006617","Financial Evaluated"
"GEM/2023/B/3521605",4847381,"","GEM/2023/B/3521605","Tinted glass 5.0mm thick,PVC low level flushing cistern,Plywood BWR,Prelaminated particle board,Bob",906,"Department of Military Affairs","2023-07-01","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4847381","Financial Evaluated"
"GEM/2023/B/3522227",4848032,"","GEM/2023/B/3522227","Tube light LED Fiffting 20 Watt,LED Bulb 18 Watt,Cable flexible,Cable flexible,PVC Cable flexible c",779,"Department of Military Affairs","2023-07-01","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4848032","Financial Evaluated"
"GEM/2023/B/3522632GEM/2023/R/216393",5007931,"GEM/2023/B/3522632","GEM/2023/R/216393","Off-Grid Solar Photovoltaic (PV) power plant,Off-Grid Solar Photovoltaic (PV) power plant",4,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007931","Financial Evaluated"
"GEM/2023/B/3525516",4851556,"","GEM/2023/B/3525516","Jam-IS 5861",5500,"Department of Military Affairs","2023-06-03","2023-06-06","https://bidplus.gem.gov.in/showbidDocument/4851556","Financial Evaluated"
"GEM/2023/B/3525691",4851744,"","GEM/2023/B/3525691","SIROCCO RLWC BUSH BRG. 3"" DIA. , WITH WHITE METEL LINED. COMPLETE IN ALL RESPECT AS PER PART LIST E",3,"Department of Heavy Industry","2023-06-03","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4851744","Financial Evaluated"
"GEM/2023/B/3528587GEM/2023/R/216283",5006875,"GEM/2023/B/3528587","GEM/2023/R/216283","Server",3,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5006875","Financial Evaluated"
"GEM/2023/B/3528989GEM/2023/R/216956",5014287,"GEM/2023/B/3528989","GEM/2023/R/216956","UTP PLUS VIDEO CONFERENCING SOFTWARE",6,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014287","Financial Evaluated"
"GEM/2023/B/3530064GEM/2023/R/216659",5010662,"GEM/2023/B/3530064","GEM/2023/R/216659","boot ankle textile  jungle boot  direct moulded pu sole  in pairs",8990,"Central Armed Police Forces","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010662","Financial Evaluated"
"GEM/2023/B/3530421GEM/2023/R/216579",5009825,"GEM/2023/B/3530421","GEM/2023/R/216579","Built up Trucks (Version 2)",9,"Home Department Gujarat","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009825","Financial Evaluated"
"GEM/2023/B/3530738",4857284,"","GEM/2023/B/3530738","Coarse Aggregates ( Bajri )",140,"Minor Irrigation Department Uttar Pradesh","2023-06-05","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4857284","Financial Evaluated"
"GEM/2023/B/3532547GEM/2023/R/216599",5010105,"GEM/2023/B/3532547","GEM/2023/R/216599","Road sign board IRC 67 MS plate tri shape 90Cms welded to suitable post angle iron50x50x5mm 2no bra",62308,"Department of Defence","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010105","Financial Evaluated"
"GEM/2023/B/3532582",4859313,"","GEM/2023/B/3532582","GI tubing medium grade 40 mm dia,GM Gate valve 20mm,GM Gate valve 40 mm,Gate valve 25 mm",79,"Department of Military Affairs","2023-07-01","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4859313","Financial Evaluated"
"GEM/2023/B/3533348",4860136,"","GEM/2023/B/3533348","OEM / Compatible Cartridge / Consumable,OEM / Compatible Cartridge / Consumable,OEM / Compatible Ca",90,"Field Operations Division (FOD), Headquarters, Delhi","2023-06-14","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4860136","Financial Evaluated"
"GEM/2023/B/3533994GEM/2023/R/216494",5008920,"GEM/2023/B/3533994","GEM/2023/R/216494","buses",23,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5008920","Financial Evaluated"
"GEM/2023/B/3535430GEM/2023/R/216374",5007707,"GEM/2023/B/3535430","GEM/2023/R/216374","Custom Bid for Services - CRANE OPERATION NEW CRM FG AND GH BAY",1,"Steel Authority of India Limited","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5007707","Financial Evaluated"
"GEM/2023/B/3535629GEM/2023/R/216886",5013186,"GEM/2023/B/3535629","GEM/2023/R/216886","Custom Bid for Services - Hiring of One 01 No 2WD old vehicle Mahindra  Mahindra Bolero or equivale",1,"POWER GRID Corporation OF INDIA Limited","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5013186","Financial Evaluated"
"GEM/2023/B/3535699GEM/2023/R/216522",5009192,"GEM/2023/B/3535699","GEM/2023/R/216522","Mild Steel Sheet",30,"Department of Defence Research & Development","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009192","Financial Evaluated"
"GEM/2023/B/3537651GEM/2023/R/214529",4983813,"GEM/2023/B/3537651","GEM/2023/R/214529","TC9765592019,TC9765592027,TC9765592035,TC9765592043,TC9765592051,TC9765592060,TC9765592078",28,"Department of Heavy Industry","2023-07-04","2023-07-05","https://bidplus.gem.gov.in/showbidDocument/4983813","Financial Evaluated"
"GEM/2023/B/3539713",4866932,"","GEM/2023/B/3539713","Hollow Fiber Dialyzer",180,"Department of Military Affairs","2023-06-07","2023-06-14","https://bidplus.gem.gov.in/showbidDocument/4866932","Financial Evaluated"
"GEM/2023/B/3539798GEM/2023/R/216771",5011839,"GEM/2023/B/3539798","GEM/2023/R/216771","Custom Bid for Services - Contract for carrying out Repairs to the damaged portion of road in 2nd m",1,"Department of Defence Production","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011839","Financial Evaluated"
"GEM/2023/B/3540648",4867923,"","GEM/2023/B/3540648","Thermal Paper Roll",2028,"NA","2023-06-21","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4867923","Financial Evaluated"
"GEM/2023/B/3544649GEM/2023/R/216963",5014573,"GEM/2023/B/3544649","GEM/2023/R/216963","Standalone Ceiling Mounted Fire Suppression System",11,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014573","Financial Evaluated"
"GEM/2023/B/3546115",4873819,"","GEM/2023/B/3546115","silver momento",1,"NA","2023-06-08","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4873819","Financial Evaluated"
"GEM/2023/B/3546752GEM/2023/R/216823",5012262,"GEM/2023/B/3546752","GEM/2023/R/216823","Pyrethrum Extract",555,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012262","Financial Evaluated"
"GEM/2023/B/3553059GEM/2023/R/216679",5010860,"GEM/2023/B/3553059","GEM/2023/R/216679","dot matrix printers",791,"Department of Posts","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010860","Financial Evaluated"
"GEM/2023/B/3554127GEM/2023/R/216566",5009613,"GEM/2023/B/3554127","GEM/2023/R/216566","SMT Pick and Place Machine & Reflow Oven",1,"Department of Health and Family Welfare","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5009613","Financial Evaluated"
"GEM/2023/B/3554819GEM/2023/R/216696",5010968,"GEM/2023/B/3554819","GEM/2023/R/216696","HPFHA03380 Recon-Upgrad of TC800 CNC HMC-TM Shop-1-Material Charges,Installation and Commissioning ",2,"Department of Defence Production","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010968","Financial Evaluated"
"GEM/2023/B/3555504",4883888,"","GEM/2023/B/3555504","Beans French,Cucumber,Lady Finger,Pumpkin,Snake Gourd,Amaranthus,Bitter Gourd,Tomato Ripe,Chilies G",8800,"Department of Military Affairs","2023-06-10","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4883888","Financial Evaluated"
"GEM/2023/B/3555545",4883932,"","GEM/2023/B/3555545","Egg Fresh",110000,"Department of Military Affairs","2023-06-10","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4883932","Financial Evaluated"
"GEM/2023/B/3555642GEM/2023/R/216758",5011612,"GEM/2023/B/3555642","GEM/2023/R/216758","AE Cableway",3,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5011612","Financial Evaluated"
"GEM/2023/B/3557998",4886635,"","GEM/2023/B/3557998","Custom Bid for Services - Hiring of QCA Services for Wind Energy Plant at Kotiya Gujarat",1,"OIL INDIA Limited","2023-06-12","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4886635","Financial Evaluated"
"GEM/2023/B/3568286",4897713,"","GEM/2023/B/3568286","Custom Bid for Services - REPAIR OF DEHUMIDIFIER",1,"Department of Military Affairs","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4897713","Financial Evaluated"
"GEM/2023/B/3570781GEM/2023/R/216205",5006175,"GEM/2023/B/3570781","GEM/2023/R/216205","fridge 220 Ltr,Standing AC,Split AC 1 point 5 ton,Stabilizer for AC,Pet Water Bottle 20 Ltrs,Water ",992,"Department of Military Affairs","2023-07-09","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5006175","Financial Evaluated"
"GEM/2023/B/3571575",4901274,"","GEM/2023/B/3571575","Wheelbarrows (Two Wheels Type) as per IS 4184",40,"Urban Development & Housing Department Bihar","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4901274","Financial Evaluated"
"GEM/2023/B/3573875GEM/2023/R/216802",5012095,"GEM/2023/B/3573875","GEM/2023/R/216802","Custom Bid for Services - Hiring of Laser Tracker",1,"Department of Defence Production","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012095","Financial Evaluated"
"GEM/2023/B/3574952GEM/2023/R/216917",5013767,"GEM/2023/B/3574952","GEM/2023/R/216917","Potable water purification system Reverse Osmosis or UV based",1,"Department of Defence Research & Development","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5013767","Financial Evaluated"
"GEM/2023/B/3575118GEM/2023/R/216834",5012364,"GEM/2023/B/3575118","GEM/2023/R/216834","Wallets Hidesign,Ladies Wallets 001 RF Black,Tiles Collage Memento,Mobile stand,Jute Bags A4 Size,U",1475,"Department of Defence Production","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5012364","Financial Evaluated"
"GEM/2023/B/3575752",4905713,"","GEM/2023/B/3575752","TALK PRO RADIO SET ACCESSORIES",10,"Department of Military Affairs","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4905713","Financial Evaluated"
"GEM/2023/B/3575819",4905783,"","GEM/2023/B/3575819","Title1,Title2,Title3,Title4,Title5,Title6,Title7,Title8,Title9,Title10,Title11,Title12,Title13,Titl",13188,"Department of Defence","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4905783","Financial Evaluated"
"GEM/2023/B/3575821",4905785,"","GEM/2023/B/3575821","Security Manpower Service (Version 2.0) - Defence Establishment; Unarmed Security Guard",12,"Department of Military Affairs","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4905785","Financial Evaluated"
"GEM/2023/B/3575911",4905883,"","GEM/2023/B/3575911","ITEM1",1,"Department of Higher Education","2023-06-15","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4905883","Financial Evaluated"
"GEM/2023/B/3576191GEM/2023/R/214101",4979402,"GEM/2023/B/3576191","GEM/2023/R/214101","Disposable Abdominal Drain Size 22 fr,Disposable Abdominal Drain Size 24 fr,Disposable Abdominal Dr",1542,"Department of Military Affairs","2023-07-03","2023-07-05","https://bidplus.gem.gov.in/showbidDocument/4979402","Financial Evaluated"
"GEM/2023/B/3577484",4907638,"","GEM/2023/B/3577484","Temperature Transmitter",25,"POWER GRID Corporation OF INDIA Limited","2023-06-27","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4907638","Financial Evaluated"
"GEM/2023/B/3580701",4911080,"","GEM/2023/B/3580701","10344525,10541088,10327260,10336963,10340815,10344181,10344294,10473152",1620,"Department of Military Affairs","2023-06-16","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4911080","Financial Evaluated"
"GEM/2023/B/3581027",4911421,"","GEM/2023/B/3581027","Television TV",1,"Department of Financial Services","2023-06-16","2023-06-26","https://bidplus.gem.gov.in/showbidDocument/4911421","Financial Evaluated"
"GEM/2023/B/3582658",4913207,"","GEM/2023/B/3582658","Trolley,Line,Bush",6,"Department of Defence","2023-06-28","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4913207","Financial Evaluated"
"GEM/2023/B/3583577GEM/2023/R/209468",4920898,"GEM/2023/B/3583577","GEM/2023/R/209468","Goods Transport Service – Per KM Based Service - Food Grains, Agricultural; Open Body LCV Truck; ",2500,"Department of Military Affairs","2023-06-19","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4920898","Financial Evaluated"
"GEM/2023/B/3585064",4915800,"","GEM/2023/B/3585064","Chicken Eggs",46560,"Department of Military Affairs","2023-06-18","2023-06-20","https://bidplus.gem.gov.in/showbidDocument/4915800","Financial Evaluated"
"GEM/2023/B/3586603",4917528,"","GEM/2023/B/3586603","Motorised surgeon stool",1,"Department of Military Affairs","2023-06-19","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4917528","Financial Evaluated"
"GEM/2023/B/3589062GEM/2023/R/216960",5014364,"GEM/2023/B/3589062","GEM/2023/R/216960","Plastic Moulded Chair as per IS 13713 (V2)",100,"Central Armed Police Forces","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014364","Financial Evaluated"
"GEM/2023/B/3589224",4920329,"","GEM/2023/B/3589224","Printhead of BD01 by 1 Small Printer,Thermal printhead assembly",5,"Department of Economic Affairs","2023-06-30","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/4920329","Financial Evaluated"
"GEM/2023/B/3590086GEM/2023/R/217143",5017514,"GEM/2023/B/3590086","GEM/2023/R/217143","Malted Milk Food or Malt Based Food",22800,"Department of Military Affairs","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5017514","Financial Evaluated"
"GEM/2023/B/3590578GEM/2023/R/214513",4983577,"GEM/2023/B/3590578","GEM/2023/R/214513","PolysteWebbing FlatBelt 2T 6M,PolysteWebbing FlatBelt 3T 6M,PolysteWebbing FlatBelt 5T 6M",16,"Department of Defence Production","2023-07-04","2023-07-05","https://bidplus.gem.gov.in/showbidDocument/4983577","Financial Evaluated"
"GEM/2023/B/3592554GEM/2023/R/216966",5014576,"GEM/2023/B/3592554","GEM/2023/R/216966","Custom Bid for Services - Service Contract for Local SR of modules against SO 7945 7948  7817 in BH",1,"Department of Heavy Industry","2023-07-11","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5014576","Financial Evaluated"
"GEM/2023/B/3592864GEM/2023/R/216672",5010791,"GEM/2023/B/3592864","GEM/2023/R/216672","Online UPS (V2)",3,"Department of Military Affairs","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010791","Financial Evaluated"
"GEM/2023/B/3593265GEM/2023/R/216631",5010453,"GEM/2023/B/3593265","GEM/2023/R/216631","OEM / Compatible Cartridge / Consumable,OEM / Compatible Cartridge / Consumable",70,"Department of Food and Public Distribution","2023-07-10","2023-07-12","https://bidplus.gem.gov.in/showbidDocument/5010453","Financial Evaluated"
